,content,annotation,extras
15160,  if i had to no them kayla......if i didnt.......andy clemmensen haha.,"{'notes': '', 'label': ['0']}",
15161, Howu2019s your mood today?,"{'notes': '', 'label': ['0']}",
15162,  um why not haha jks :),"{'notes': '', 'label': ['0']}",
15163,  Doug!!!!!!!,"{'notes': '', 'label': ['0']}",
15164, If you could change something about yourself  what would you change and why?,"{'notes': '', 'label': ['0']}",
15165,  Love you too april hahaha,"{'notes': '', 'label': ['0']}",
15166,  yea but the tears  and water come together :P,"{'notes': '', 'label': ['0']}",
15167, Tabigale,"{'notes': '', 'label': ['0']}",
15168, Do you think people that are curious about when the world is going to end are morbid?,"{'notes': '', 'label': ['0']}",
15169, Favorite radio station?,"{'notes': '', 'label': ['0']}",
15170,  when I was a child without any worries :] everything was awesome and all things you did were cute.,"{'notes': '', 'label': ['0']}",
15171, do you ever think of an amazing song from the 80s or 90s or something and wonder if it would still be big if it was released now for the first time?,"{'notes': '', 'label': ['0']}",
15172,  currently i like the frequency 94.9,"{'notes': '', 'label': ['0']}",
15173,  idk yet. prolly no one cause my boo wont cook anymore for some odd reason and im sick so i wont be eating. usually i do but here lately i havent ate much,"{'notes': '', 'label': ['0']}",
15174, i lovee joiee<3,"{'notes': '', 'label': ['0']}",
15175,  audrey hepburn,"{'notes': '', 'label': ['0']}",
15176,  Sugary and fast foods have a bad effect on your health  you still eat them dont you??!?!?!,"{'notes': '', 'label': ['0']}",
15177,  yes.,"{'notes': '', 'label': ['0']}",
15178, what would you like for your birthday? :),"{'notes': '', 'label': ['0']}",
15179, how did you spend your 2 weeks time with out formspring?,"{'notes': '', 'label': ['0']}",
15180,  yes. and i never find it when im looking for it. only days later to find it in the most obvious spot ever.,"{'notes': '', 'label': ['0']}",
15181,  i have no money,"{'notes': '', 'label': ['0']}",
15182, Aleeeexis&amp;&amp;<3 Wooah babyyyyy girl! =] I miss u alotta. I dunnt gotz my phizzle ;p wee neeeeeeed 2 hang again!!?!?!!? Reeemembr whn. We went shoppn????! Bahahaha u wants all those Bob Marley thingys N Rastaaa???<33 bahaha well &quot;one love&quot; haaa  -Andrea,"{'notes': '', 'label': ['0']}",
15183,  They don't feel. Theyre are wayy to many people in this world that don't truly care if they hurt anothers feelings. And its like it makes them feel better about themself. But in reality  they're only insecure about something they have to deal with  whether it be personally or physically or emotionally..just because your not happy with yourself  doesn't mean you should try to make others feel worse about themselves. But that is just my opinion and what do I know. Friendliness only gets a slap in the face more often than not. :] pass it on haha,"{'notes': '', 'label': ['0']}",
15184, Have you ever played Candy man?,"{'notes': '', 'label': ['0']}",
15185,  nope.,"{'notes': '', 'label': ['0']}",
15186,  Quit my job of a year and half at Kroger to go on a girls vacation after I graduated to panama city  fl. :) I did it in two days and took the money I had to go have fun,"{'notes': '', 'label': ['0']}",
15187,  lmaoo!!!!,"{'notes': '', 'label': ['0']}",
15188, Ever felt that no one relates to you?,"{'notes': '', 'label': ['0']}",
15189, Have you ever been to Hollywood  CA?,"{'notes': '', 'label': ['0']}",
15190,  by one self insecure person that needs the voice of others degrading ones they are intimidated by ..,"{'notes': '', 'label': ['0']}",
15191, what is a z job?,"{'notes': '', 'label': ['0']}",
15192, y0 d!(K !s$$$zz f3r0usi0s,"{'notes': '', 'label': ['0']}",
15193, What did you think of Eminems video for &quot;Love the way you lie&quot; (ft Rihanna)?,"{'notes': '', 'label': ['0']}",
15194,  timothy. and my fishy Arnold. :) I named him Arnold after the tv show hey! arnold. Have you seen that movie?haha,"{'notes': '', 'label': ['0']}",
15195,  yess its very unfortunate :),"{'notes': '', 'label': ['0']}",
15196,  a nevershoutnever video,"{'notes': '', 'label': ['0']}",
15197,  idk haha :P it probably is el torito  at least thats what i can think of lol,"{'notes': '', 'label': ['0']}",
15198, How do you get cold sores? Are they really herpes?r,"{'notes': '', 'label': ['0']}",
15199,  (: Taelin Walker Webb <3,"{'notes': '', 'label': ['0']}",
15200,  Famous! Duhh Haha that means I would be rich cause I am famous hah commen sense! ;D,"{'notes': '', 'label': ['0']}",
15201, What do you prefer to drink in the morning?,"{'notes': '', 'label': ['0']}",
15202, What&;s the secret to happiness?,"{'notes': '', 'label': ['0']}",
15203, what&;s the last thing you ate?,"{'notes': '', 'label': ['0']}",
15204, Do you know a drug addict?,"{'notes': '', 'label': ['0']}",
15205,  Studying to be a nurse. Working to save the world with kindness <3,"{'notes': '', 'label': ['0']}",
15206,  its dumb,"{'notes': '', 'label': ['0']}",
15207, Hello tabi which school is your favorite your old one or new one??,"{'notes': '', 'label': ['0']}",
15208, i love you,"{'notes': '', 'label': ['0']}",
15209, u know who i like?? whoo????,"{'notes': '', 'label': ['0']}",
15210, have you ever seen the goonies? if yes then what character do you most relate with?,"{'notes': '', 'label': ['0']}",
15211, can you come to my party tonightt ??,"{'notes': '', 'label': ['0']}",
15212, If you could be a star athlete in any sport  which sport would you pick?,"{'notes': '', 'label': ['0']}",
15213,  It was mostly how i was raised and how i like to act myself. personally i like the way i am :],"{'notes': '', 'label': ['0']}",
15214,  my parents turned the lights out on my sister and i when we watch the newest Texas Chainsaw Masacare in Theaters. They said they went up to the store...but they didnt  they stayed to torment us...and we thought we were really being attacked or something. My dad crawled in the window.... all the lights off. he made the breaker trip...and we heard cracking floor noises in the kitchen..about shit our pants. all i had was a hanger and thought if anyone had to do anything it'd be me....r So of course i finally made myself around the corner of our room and the lights came back on....not too much later there was nocking on our window and like the dumb crazy person in the movie that you wanna scream at for not just leaving the window alone  i threw up the blinds to see my Dad's face plastered up against the window and hands up scaring me half to death!!! It was awful. I was mad at my dad for like the next 2 or 3 days. hahaha i cried and yelled and i was only like 13 but still. hahhaa it was good.,"{'notes': '', 'label': ['0']}",
15215,  toasted cheese sandwich with out the cheese coz i dont no if we have any.,"{'notes': '', 'label': ['0']}",
15216,  Happiness is too complicated to say yes or no. I like to think so.,"{'notes': '', 'label': ['0']}",
15217,  at night. i like to climb into bed clean :),"{'notes': '', 'label': ['0']}",
15218, BESTFRIEND <3,"{'notes': '', 'label': ['0']}",
15219, What is your current desktop picture?,"{'notes': '', 'label': ['0']}",
15220,  iKno bih,"{'notes': '', 'label': ['0']}",
15221,  depends on how close we were at the time.,"{'notes': '', 'label': ['0']}",
15222,  :/ hmm i no lol,"{'notes': '', 'label': ['0']}",
15223, who do you like?,"{'notes': '', 'label': ['0']}",
15224, follow :),"{'notes': '', 'label': ['0']}",
15225,  LOl since you really must knoo; N....O.(:,"{'notes': '', 'label': ['0']}",
15226,  nahhh,"{'notes': '', 'label': ['0']}",
15227,  hahahahahah :) im replying to this  what about you?,"{'notes': '', 'label': ['0']}",
15228,  ugh.. r well  okay cool that you like me thanks. but being rude doesnt help anything nor is it going to get me to like you. sorry if that sounds mean.,"{'notes': '', 'label': ['0']}",
15229, If you could have an endless supply of any food  what would you get?,"{'notes': '', 'label': ['0']}",
15230, do you curse?,"{'notes': '', 'label': ['0']}",
15231, Would you consider yourself to be spoiled?,"{'notes': '', 'label': ['0']}",
15232, The Beatles or The Temptations?,"{'notes': '', 'label': ['0']}",
15233,  oh okay :) sorry.,"{'notes': '', 'label': ['0']}",
15234,  Last time me and my boyfriend got pulled over for our license plate light being out. I owe some fines and didnt want to have to deal with that crap. but she didnt do anything. she let us go..thank goodness!,"{'notes': '', 'label': ['0']}",
15235, What is something you never want to lose?,"{'notes': '', 'label': ['0']}",
15236,  the wifey! lol idk,"{'notes': '', 'label': ['0']}",
15237,  hahahahahahahahahhahahaha lmao hahahahahah gosh i no!!!!!!!!!!!!!!!!,"{'notes': '', 'label': ['0']}",
15238,  Whosz that niggaaa ? Lol yes i do <3,"{'notes': '', 'label': ['0']}",
15239,  ah me. by griffen house.,"{'notes': '', 'label': ['0']}",
15240,  Thats great . i hope things work out fine.. (:,"{'notes': '', 'label': ['0']}",
15241,  EVERYTHING !,"{'notes': '', 'label': ['0']}",
15242, Name a song you know all the lyrics to.,"{'notes': '', 'label': ['0']}",
15243, Do siamese twins pay for one ticket or two tickets when they go to movies and concerts?,"{'notes': '', 'label': ['0']}",
15244, what is your ideal date?r,"{'notes': '', 'label': ['0']}",
15245, Is it wrong I am getting my daughter to paint Xen&;s nails while he is asleep?,"{'notes': '', 'label': ['0']}",
15246, whats your favorite silly band shape?,"{'notes': '', 'label': ['0']}",
15247, what&;s the Kindest thing anyone has ever done for you ??,"{'notes': '', 'label': ['0']}",
15248,  g-r-e-a-t.r it was a small chair  i was like sitting in your lap.,"{'notes': '', 'label': ['0']}",
15249,  A year &amp; 2 months.,"{'notes': '', 'label': ['0']}",
15250,  i have never had it.,"{'notes': '', 'label': ['0']}",
15251,  mine used to be. i used to take 30 ish minute showers. lately they have been between 15 and 20 minute showers :] so im saving water yay! :],"{'notes': '', 'label': ['0']}",
15252, thanks! so are you! :D,"{'notes': '', 'label': ['0']}",
15253,  nope. and i wanted one but now idk cause i just dont think id be happy in a few years so oh well.. ill prolly never get any but i like it that way,"{'notes': '', 'label': ['0']}",
15254, How do they get the &quot;keep off the Grass&quot; sign on the grass?,"{'notes': '', 'label': ['0']}",
15255, What do you think would cause mass hysteria?,"{'notes': '', 'label': ['0']}",
15256, yuh got yer nosee piercedd!!,"{'notes': '', 'label': ['0']}",
15257, haha ok,"{'notes': '', 'label': ['0']}",
15258,  hahahaha thankyou.,"{'notes': '', 'label': ['0']}",
15259, but it says right above that i cant :(,"{'notes': '', 'label': ['0']}",
15260, What do you think about people who give one word answers to nearly everything?,"{'notes': '', 'label': ['0']}",
15261, what do you always pray for?,"{'notes': '', 'label': ['0']}",
15262, If a doctor suddenly had a heart attack while doing surgery  would the other doctors work on the doctor or the patient?,"{'notes': '', 'label': ['0']}",
15263,  a hemp bracelet my sister made me on my left wrist and my two favorite rings :]r Earrings too...lets count  8 others :),"{'notes': '', 'label': ['0']}",
15264,  okay :o,"{'notes': '', 'label': ['0']}",
15265,  noo,"{'notes': '', 'label': ['0']}",
15266, Do you prefer to be blissfully unaware? Or know what going on though it may hurt to know?,"{'notes': '', 'label': ['0']}",
15267, k,"{'notes': '', 'label': ['0']}",
15268,  Nope. Just cause i wouldn't do that. Im an awesome driver haha,"{'notes': '', 'label': ['0']}",
15269, Yuh myk a hoe orgasm! Oaaa hot as fukk. Ppl tellen me i look lyk khlou00e8 kardashian n ma boobs iz a 38C to D (:  if dhats what yuh want to have den im here.,"{'notes': '', 'label': ['0']}",
15270, What was the worst concert you went to?,"{'notes': '', 'label': ['0']}",
15271,  telling someone that you dont love them back. ive had to do it and it is so tough to say.,"{'notes': '', 'label': ['0']}",
15272,  does it wobble babi it be all ova da place,"{'notes': '', 'label': ['0']}",
15273, have you ever had your heart broken?,"{'notes': '', 'label': ['0']}",
15274, Do you know how much a peso would be worth in the United States today?,"{'notes': '', 'label': ['0']}",
15275, Are you obsessed with shiny things?:,"{'notes': '', 'label': ['0']}",
15276, You have alot of clothes! Yur house is BIG and OMGEE Yur rich!!!,"{'notes': '', 'label': ['0']}",
15277, What&;s the longest you&;ve ever gone without a bath or shower?,"{'notes': '', 'label': ['0']}",
15278, If you could ask George W. Bush one question what would it be?,"{'notes': '', 'label': ['0']}",
15279, What&;s one way people commonly misspell your name?,"{'notes': '', 'label': ['0']}",
15280,  not really,"{'notes': '', 'label': ['0']}",
15281,  Always. haha sorry i didnt answer last night. I was half asleep when you called.,"{'notes': '', 'label': ['0']}",
15282, how&;s the weather there?,"{'notes': '', 'label': ['0']}",
15283,  i do!,"{'notes': '', 'label': ['0']}",
15284, To bad u stopped talking 2 me.,"{'notes': '', 'label': ['0']}",
15285, is there a person that you ever felt that you actually hated?,"{'notes': '', 'label': ['0']}",
15286, Do you look forward to sleeping?,"{'notes': '', 'label': ['0']}",
15287, have you ever done anything illegal? and if so what was it?,"{'notes': '', 'label': ['0']}",
15288,  really!!??! haha,"{'notes': '', 'label': ['0']}",
15289, ohh reallu? well how does it feel to want [; ?!,"{'notes': '', 'label': ['0']}",
15290,  ummm that would be a no. went to school with him but didnt date him haha,"{'notes': '', 'label': ['0']}",
15291,  that a mouse will come in my room at night lol it scares the shit out of me,"{'notes': '', 'label': ['0']}",
15292, Who do you want to grow old and grey with?,"{'notes': '', 'label': ['0']}",
15293, l,"{'notes': '', 'label': ['0']}",
15294,  Idk really. I think im an alien :],"{'notes': '', 'label': ['0']}",
15295,  creepy people.,"{'notes': '', 'label': ['0']}",
15296, Ever fell for the same guy more than once?,"{'notes': '', 'label': ['0']}",
15297, Have you ever randomly busted out dancing?,"{'notes': '', 'label': ['0']}",
15298,  wow,"{'notes': '', 'label': ['0']}",
